       snid   sim_redshift_host   hostgal_specz   hostgal_photoz   sim_dlmu   calc_mu   deltamu  
   86895432              0.0773          0.0885           0.1438    38.0505   37.7225   -0.3280  
   87010113              0.0454          0.0400           0.0524    36.1483   36.5178    0.3695  
   87585504              0.0690          0.0588           0.0707    37.0670   37.4633    0.3963  
   87969478              0.0801          0.0940           0.0937    38.1429   37.8040   -0.3389  
   88979072              0.5446          0.5446           0.5561    45.5669   42.4845   -3.0824  
   89180540              0.7016          0.7016           0.7173    47.0928   43.1529   -3.9399  
   89992504              0.7392          0.7392           0.7288    45.5210   43.2916   -2.2294  
   90385713              0.6830          0.6830           0.6311    45.1599   43.0818   -2.0781  
   90512051              2.1124          2.1124           2.3706    44.6439   46.1024    1.4585  
   90904733              0.0920          0.1077           0.1096    38.4518   38.1224   -0.3294  
   90924286              0.2639          0.2639           0.2691    45.0231   40.6364   -4.3867  
   91239799              0.0795          0.0947           0.0930    38.1667   37.7868   -0.3799  
   91365006              0.6371          0.6371           0.6172    46.8738   42.8972   -3.9766  
   91467238              0.0820          0.0948           0.1030    38.2042   37.8577   -0.3465  
   91980981              0.1772          0.1772           0.1749    44.1351   39.6641   -4.4710  
   92371605              1.6789          1.6789           1.5560    46.9620   45.4906   -1.4714  
   92674584              0.2635          0.2635           2.8883    46.9643   40.6323   -6.3320  
   92779714              0.0449          0.0366           0.0642    36.1103   36.4930    0.3827  
   93912712              0.6332          0.6332           0.6297    46.6375   42.8812   -3.7563  
   93936538              0.0368          0.0435           0.0513    36.4447   36.0481   -0.3966  
   94536380              0.4368          0.4368           0.4404    47.2005   41.9109   -5.2896  
   94898883              0.7370          0.7370           0.7978    47.1241   43.2838   -3.8403  
   95090001              1.3220          1.3220           1.3490    46.2220   44.8502   -1.3718  
   96582748              0.6545          0.6545           0.6606    47.2828   42.9688   -4.3140  
   96643359              0.0504          0.0395           0.0325    36.3645   36.7525    0.3880  
   96701514              0.0440          0.0349           2.4085    35.8974   36.4476    0.5502  
   96783494              0.0970          0.1119           0.1081    38.5850   38.2447   -0.3403  
   96824407              1.7868          1.7868           1.9187    42.6246   45.6569    3.0323  
   97633848              0.2559          0.2559           0.2628    43.4737   40.5602   -2.9135  
   97769884              0.0176          0.0201           0.0275    34.9057   34.4154   -0.4903  
   98115290              0.3494          0.3494           0.3332    46.1466   41.3394   -4.8072  
   98151285              0.5078          0.5078           0.5054    44.9317   42.3015   -2.6302  
   98360161              0.4909          0.4909           0.4764    45.3959   42.2132   -3.1827  
   98841351              0.8744          0.8744           1.5112    45.3443   43.7405   -1.6038  
   99155199              0.6051          0.6051           0.5834    45.8714   42.7614   -3.1100  
  100387454              1.2850          1.2850           1.2915    45.9906   44.7739   -1.2167  
  100465207              0.0151          0.0193           0.0278    34.6824   34.0786   -0.6038  
  100947846              0.7376          0.7376           0.7578    44.0847   43.2859   -0.7988  
  100970445              0.7661          0.7661           0.7535    46.6044   43.3872   -3.2172  
  101241423              0.0327          0.0391           0.0463    36.2103   35.7851   -0.4252  
  101382167              0.7284          0.7284           0.7923    46.6785   43.2527   -3.4258  
  101431113              1.6811          1.6811           1.4474    40.3518   45.4941    5.1423  
  101970961              0.1796          0.1796           0.1930    45.6119   39.6962   -5.9157  
  102068909              0.7787          0.7787           0.8854    46.0895   43.4305   -2.6590  
  103195279              1.0478          1.0478           1.7187    46.9167   44.2255   -2.6912  
  103742019              0.0850          0.0989           0.0938    38.2683   37.9402   -0.3281  
  104652875              0.5572          0.5572           0.5656    41.0683   42.5444    1.4761  
  104793481              0.0442          0.0370           0.0701    36.1184   36.4577    0.3393  
  105552126              0.3015          0.3015           0.3595    46.8622   40.9684   -5.8938  
  106043075              0.6045          0.6045           0.6559    44.7468   42.7587   -1.9881  
  106071536              0.1102          0.1277           2.3887    38.8832   38.5409   -0.3423  
  106459179              0.4735          0.4735           0.4843    46.7071   42.1195   -4.5876  
  106968749              0.3028          0.3028           0.3150    46.3462   40.9786   -5.3676  
  107734889              0.1495          0.1495           0.1484    45.0964   39.2583   -5.8381  
  109114622              0.9144          0.9144           0.8018    41.0548   43.8603    2.8055  
  109223071              1.5651          1.5651           1.5321    46.8172   45.3029   -1.5143  
  109491506              0.8430          0.8430           0.6673    47.1503   43.6426   -3.5077  
  109729502              0.0941          0.1099           0.1079    38.5116   38.1745   -0.3371  
  109764178              1.1996          1.1996           1.2122    45.9987   44.5891   -1.4096  
  109987976              0.0768          0.0644           0.1193    37.2806   37.7077    0.4271  
  110416760              0.2448          0.2448           0.2191    46.8577   40.4499   -6.4078  
  111013443              1.9573          1.9573           1.8309    47.1945   45.8999   -1.2946  
  111580831              0.3241          0.3241           0.4392    45.2020   41.1495   -4.0525  
  111667531              0.2422          0.2422           0.2349    46.2868   40.4243   -5.8625  
  112556747              0.0741          0.0640           0.0713    37.2316   37.6259    0.3943  
  112753178              0.0939          0.1097           0.1061    38.5292   38.1696   -0.3596  
  112882390              0.0826          0.0686           0.0706    37.4329   37.8745    0.4416  
  113804973              0.5390          0.5390           0.3048    43.6222   42.4574   -1.1648  
  113841940              0.0885          0.1038           0.0963    38.4156   38.0330   -0.3826  
  114145502              0.0487          0.0407           0.0775    36.2626   36.6753    0.4127  
  114304520              2.2441          2.2441           2.5100    43.3470   46.2626    2.9156  
  114596398              0.0819          0.0705           0.0676    37.5279   37.8549    0.3270  
  114753902              1.8727          1.8727           1.8184    39.6976   45.7822    6.0846  
  114867441              0.0364          0.0477           0.0655    36.6963   36.0238   -0.6725  
  115547295              0.5956          0.5956           0.6695    44.2627   42.7196   -1.5431  
  115556524              0.5598          0.5598           0.5474    44.9128   42.5565   -2.3563  
  115800919              1.2179          1.2179           1.1896    43.8231   44.6297    0.8066  
  115820756              0.7712          0.7712           0.7607    46.1020   43.4049   -2.6971  
  117242550              1.6912          1.6912           1.5880    47.2713   45.5102   -1.7611  
  117625885              0.0300          0.0185           0.0671    34.5794   35.5936    1.0142  
  118587948              0.4935          0.4935           0.5019    47.1579   42.2272   -4.9307  
  118821113              0.7752          0.7752           0.7679    45.8948   43.4184   -2.4764  
  118901284              0.6290          0.6290           0.5968    46.6484   42.8634   -3.7850  
  118994624              0.6462          0.6462           0.6297    45.7205   42.9348   -2.7857  
  119199330              1.5918          1.5918           1.4229    46.2587   45.3482   -0.9105  
  119239178              0.0231          0.0146           2.6283    34.0398   35.0149    0.9751  
  120052346              0.3301          0.3301           0.3295    44.5132   41.1962   -3.3170  
  120184059              0.6265          0.6265           0.5725    44.7173   42.8531   -1.8642  
  120451182              1.0252          1.0252           1.0471    45.3168   44.1671   -1.1497  
  120936436              0.7641          0.7641           0.7407    47.1917   43.3800   -3.8117  
  121764100              1.2660          1.2660           1.2763    37.3725   44.7338    7.3613  
  122352055              0.4925          0.4925           0.4747    46.9612   42.2217   -4.7395  
  122520320              0.5677          0.5677           0.5526    45.8733   42.5932   -3.2801  
  122678252              0.3296          0.3296           0.3540    39.4436   41.1922    1.7486  
  123015338              0.8715          0.8715           0.8570    47.1401   43.7315   -3.4086  
  123843637              1.0474          1.0474           1.0658    42.8745   44.2247    1.3502  
  123990128              0.2027          0.2027           2.5065    46.9691   39.9884   -6.9807  
  124911875              0.1237          0.1237           0.1392    46.5333   38.8113   -7.7220  
  125115339              0.0933          0.1080           0.1281    38.5058   38.1548   -0.3510  
  125198245              0.7870          0.7870           0.8060    46.8264   43.4588   -3.3676  
  125252178              0.1053          0.1053           2.6938    46.0656   38.4358   -7.6298  
  125743619              0.4427          0.4427           0.4908    47.0618   41.9453   -5.1165  
  125748158              0.4679          0.4679           0.4844    45.6923   42.0888   -3.6035  
  126098010              0.2666          0.2666           0.2475    38.3129   40.6617    2.3488  
  126255654              0.0763          0.0646           0.0696    37.2725   37.6927    0.4202  
  126648714              0.4725          0.4725           0.4647    47.2828   42.1143   -5.1685  
  126869062              0.5350          0.5350           2.0776    45.3945   42.4380   -2.9565  
  126928477              1.1006          1.1006           1.2387    47.4215   44.3577   -3.0638  
  127073345              0.4652          0.4652           0.4718    47.0074   42.0738   -4.9336  
  127334045              0.0442          0.0530           0.0676    36.9454   36.4577   -0.4877  
  127414530              0.2067          0.2067           0.2119    45.6904   40.0365   -5.6539  
  127631216              0.0583          0.0706           0.0914    37.4952   37.0810   -0.4142  
  128464936              0.0832          0.0711           2.5073    37.5188   37.8911    0.3723  
  128558136              0.8872          0.8872           0.9520    44.7025   43.7794   -0.9231  
  128948058              0.5655          0.5655           0.5564    47.2456   42.5831   -4.6625  
  128995485              0.0776          0.0893           0.1404    38.0949   37.7314   -0.3635  
  129625683              0.0490          0.0397           0.0768    36.2354   36.6892    0.4538  
  129943470              0.0500          0.0594           0.0642    37.1018   36.7346   -0.3672  
  129981479              0.3259          0.3259           0.5082    41.8163   41.1636   -0.6527  
